username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetcreatedts,retweetcount,tweet,hashtags,tweets_cleaned,polarity,subjectivity,positive,negative,neutral,sentiment
LinoreRBurkard,#Author #RegencyRomance #Janeite #JaneAusten Hopeless Romantic #WritingTips #Screenwriting  #Christian  #MAGA  https://t.co/QZTxDyLmOg,Ohio,13988,14967,18489,2008-02-13 04:30:19,2020-12-10 18:13:45,0,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/2Ltu4q4QFl via @TheBabylonBee",[],immediately move texas elon musk announce tesla ar-15 https://t.co/2ltu4q4qfl @thebabylonbee,0.0,0.0,0.0,0.0,1.0,neutral
dark_speaks,"A dark righteous anger builds within! I fight for my people's right to exist and thrive. America First Nationalist, Propertarianist",,871,463,5676,2020-05-23 21:03:27,2020-12-10 18:13:14,0,"This guy is a visionary! No doubt!

Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/4PuDcSn0Bv via @TheBabylonBee",[],guy visionary doubt immediately move texas elon musk announce tesla ar-15 https://t.co/4pudcsn0bv @thebabylonbee,0.0,0.0,0.201,0.148,0.651,neutral
TonyFauci2,Sorry It’s My Real Name - how unfortunate for me.,"Beaver Creek, Co. ",18,15,234,2020-11-15 22:20:15,2020-12-10 18:12:51,0,@elonmusk is the Most Likely Buyer of $CLIR anti pollution technology - https://t.co/NUeRiZ8eXE $TSLA,[],@elonmusk likely buyer $ clir anti pollution technology https://t.co/nueriz8exe $ tsla,0.0,1.0,0.0,0.187,0.813,neutral
mhvddspc,Retired; twice.,Grand Rapids  (MI not MN),217,38,895,2009-03-01 18:44:04,2020-12-10 18:12:36,0,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/4mjBMVkKO6 via @TheBabylonBee",[],immediately move texas elon musk announce tesla ar-15 https://t.co/4mjbmvkko6 @thebabylonbee,0.0,0.0,0.0,0.0,1.0,neutral
mrkkoz,Proud to be American before it was trendy,gods country wi,861,444,5675,2013-07-18 17:28:49,2020-12-10 18:12:17,0,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/SNsqwMQe8z via @TheBabylonBee",[],immediately move texas elon musk announce tesla ar-15 https://t.co/snsqwmqe8z @thebabylonbee,0.0,0.0,0.0,0.0,1.0,neutral
FilipinAnswers,Tweets about anything. This is is my second account . My other account is @1andonlykathy,United States,178,881,2569,2020-10-31 14:04:31,2020-12-10 18:11:22,1,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/NKoWvOHrkp via @TheBabylonBee",[],immediately move texas elon musk announce tesla ar-15 https://t.co/nkowvohrkp @thebabylonbee,0.0,0.0,0.0,0.0,1.0,neutral
TommyNorthside,Loving life in a RED state and sorta feel bad for the rest. You get what you voted for!,"Ft. Worth, TX",596,234,9589,2016-11-06 15:52:27,2020-12-10 18:10:51,0,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/h60Xsldy8A via @TheBabylonBee",[],immediately move texas elon musk announce tesla ar-15 https://t.co/h60xsldy8a @thebabylonbee,0.0,0.0,0.0,0.0,1.0,neutral
Garbanzobean11,"All about the garbanzos. A republic, if you can keep it.",,955,144,5107,2020-10-12 01:36:33,2020-12-10 18:08:57,0,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/eCHiRPeLa3 via @TheBabylonBee https://t.co/myOySMMc0H",[],immediately move texas elon musk announce tesla ar-15 https://t.co/echirpela3 @thebabylonbee https://t.co/myoysmmc0h,0.0,0.0,0.0,0.0,1.0,neutral
rwmirasol,Early retirement is awesome. Serial adventures. Looking for challenges. Not offended. Working to be the best version of myself. Open to ideas. Say howdy.,"Rochester, MN",291,575,4321,2009-03-23 15:26:35,2020-12-10 18:06:30,0,"Look at this graphic. Elon Musk is to stock valuation as Donald Trump is to politics.
Get out in public. Keep up the hype. Eventually even the most reluctant in the herd join the stampede. Both will be case studies for a long time to come. https://t.co/bIGaROUhQ6",[],look graphic elon musk stock valuation donald trump politic public hype eventually reluctant herd join stampede case study long time come https://t.co/bigarouhq6,-0.016666666666666666,0.2888888888888889,0.085,0.185,0.731,neutral
shubham_zeus,#liberal #secular #SmartPower #realist Neither Left nor Right or Centre. I'm Diagonal. Your life isn't yours if you always care what others think.....,India,322,13,112,2013-12-25 08:26:37,2020-12-10 18:04:59,0,Elon Musk's Starship prototype makes a big impact - BBC News https://t.co/5qogbJ4liP via @YouTube,[],elon musk starship prototype make big impact bbc news https://t.co/5qogbj4lip @youtube,0.0,0.1,0.0,0.0,1.0,neutral
ruypenalva,"Medical Doctor, nephrologist, writer, song writer, amateur photographer and videographer, poet, business man, odonatist, friend, a man.",Bahia - Brazil,39,23,4045,2009-07-11 13:26:33,2020-12-10 18:04:06,0,Elon Musk provokes heated debate on corporate strategy after lamenting ‘MBA-ization of America’ — RT USA News https://t.co/mzARGbLjtW,[],elon musk provoke heated debate corporate strategy lament mba ization america rt usa news https://t.co/mzargbljtw,0.0,0.0,0.0,0.305,0.695,neutral
yacht_aide,"Master - 200 tons. USCG veteran (engineering) Order of the Golden Dragon, Sober, Non-Smoker. 30 yrs global experience. ATPL pilot. Son of Texas",Florida/Bahamas,1829,1401,13734,2015-11-22 18:58:19,2020-12-10 18:02:03,0,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 | ⁦@JoeBiden⁩  https://t.co/q97ElpjVuY",[],immediately move texas elon musk announce tesla ar-15 | ⁦@joebiden⁩ https://t.co/q97elpjvuy,0.0,0.0,0.0,0.0,1.0,neutral
subcofresno,"For over 30 years, we’ve committed firmly to providing first-rate customer service to our magazine subscription clients.","Fresno, CA, US, 93711",1,2,135,2019-07-25 21:36:21,2020-12-10 18:01:38,0,"Amazon Buys Autonomous Tech Company Zoox, and Elon Musk Is Amused
Read More: https://t.co/O4uxt0LKtO

#Subco #Fresno #MagazineSubscriptions #MagazineClearinghouse #PublishingHouse #Publisher #MagazineFulfillmentCenter #DigitalMagazines #PrintMagazines #SubscriberResources https://t.co/tLU5nunn7x","[{'text': 'Subco', 'indices': [102, 108]}, {'text': 'Fresno', 'indices': [109, 116]}, {'text': 'MagazineSubscriptions', 'indices': [117, 139]}, {'text': 'MagazineClearinghouse', 'indices': [140, 162]}, {'text': 'PublishingHouse', 'indices': [163, 179]}, {'text': 'Publisher', 'indices': [180, 190]}, {'text': 'MagazineFulfillmentCenter', 'indices': [191, 217]}, {'text': 'DigitalMagazines', 'indices': [218, 235]}, {'text': 'PrintMagazines', 'indices': [236, 251]}, {'text': 'SubscriberResources', 'indices': [252, 272]}]",amazon buys autonomous tech company zoox elon musk amuse read https://t.co/o4uxt0lkto subco fresno magazinesubscriptions magazineclearinghouse publishinghouse publisher magazinefulfillmentcenter digitalmagazines printmagazines subscriberresources https://t.co/tlu5nunn7x,0.4,0.7,0.18,0.0,0.82,neutral
Artificialbra1n,"A basic AI driven bot, which retweet tweets that have 'Artificial Intelligence' in their content. 

-created by @harshamullapud1 using Py",,6,699,125275,2020-10-05 03:21:45,2020-12-10 18:01:07,4,"Elon Musk makes clear his stance on self-driving cars, AI oversight, and his 'ad for Mars' https://t.co/0h5A1TDK5Y Open #News #Edu &amp; #Singularty Award @BIFrance #ai",[],elon musk make clear stance self drive car ai oversight ad mars https://t.co/0h5a1tdk5y open news edu amp singularty award @bifrance ai,0.05000000000000001,0.44166666666666665,0.243,0.0,0.757,neutral
shrithanedar,Fighting for Michigan. Fighting for Detroit.,"Detroit, Michigan",40,105,16,2015-01-08 06:49:13,2020-12-10 18:00:27,0,"I'm sick of Elon Musk making money off ""anti-poverty"" efforts while Detroiters in poverty get left behind. 

https://t.co/a8tvFuD9Nd",[],sick elon musk make money anti poverty effort detroiter poverty leave https://t.co/a8tvfud9nd,-0.7142857142857143,0.8571428571428571,0.0,0.657,0.343,negative
My_CryptoNews,"New technology lover, #crypto #trading, #space and latest leading #News. I #learn something new every day.",Bos,126,202,26113,2018-09-26 12:23:18,2020-12-10 18:00:26,0,"Elon Musk Believes ‘Too Many MBAs’ among American CEOs Can Limit Innovation 

Continue reading at Coinspeaker https://t.co/RzN37OqPRy",[],elon musk believe mba american ceo limit innovation continue read coinspeaker https://t.co/rzn37oqpry,0.0,0.0,0.191,0.0,0.809,neutral
squinton_states,"Staff Writer at #Stateline, formerly @nationaljournal. Brit writing about America. Tweets are my own; RTs/MTs aren't endorsements.","Denver, CO",1814,1625,9251,2010-11-17 02:07:41,2020-12-10 18:00:12,0,Great #opportunityzones story from @davidkski https://t.co/THjfC8bO51,"[{'text': 'opportunityzones', 'indices': [6, 23]}]",great opportunityzone story @davidkski https://t.co/thjfc8bo51,0.8,0.75,0.506,0.0,0.494,positive
Science_Hourly,Science News Updates,,0,451,74634,2013-05-10 18:51:37,2020-12-10 18:00:04,0,Elon Musk's Starship prototype makes a big impact https://t.co/CRM5hwoLZp,[],elon musk starship prototype make big impact https://t.co/crm5hwolzp,0.0,0.1,0.0,0.0,1.0,neutral
JunkoPatsye,"Army wife, proud southerner, lifelong conservative who appreciates good manners in both friends and foes. Do not respond to DM’s.",,2073,1946,86334,2015-12-15 20:56:07,2020-12-10 17:59:58,0,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/55OjbUVXKO via @TheBabylonBee",[],immediately move texas elon musk announce tesla ar-15 https://t.co/55ojbuvxko @thebabylonbee,0.0,0.0,0.0,0.0,1.0,neutral
mygunculture,"Editor, American Handgunner Magazine @HandgunnerMag, Guns & Shooting Special Editions | Author","Charleston, SC",1815,29104,11506,2009-02-04 13:09:08,2020-12-10 17:59:40,0,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/qkLf8I6yXC https://t.co/2TENrkJVlV",[],immediately move texas elon musk announce tesla ar-15 https://t.co/qklf8i6yxc https://t.co/2tenrkjvlv,0.0,0.0,0.0,0.0,1.0,neutral
vixenC,Democrat. Climate change is the fight of our lives. Be Kind. Fight for righteousness 🙏🏻 #PostcardstoVoters #BLM,"Watervliet, NY",5583,5102,109544,2009-01-23 12:00:24,2020-12-10 17:59:36,1,"Here’s the case for Elon Musk, Warren Buffett and the rest of America’s billionaires sending $3,000 stimulus checks to everybody - MarketWatch https://t.co/Q9rtgKfv7x",[],"case elon musk warren buffett rest america billionaire send $ 3,000 stimulus check everybody marketwatch https://t.co/q9rtgkfv7x",0.0,0.0,0.0,0.0,1.0,neutral
PinstripeTV,"Free & Premium #Business Videos & Podcasts
Stop searching | Start learning | Grow Your Business
#pinstripetv","Nashville, TN",55,119,18286,2019-07-13 21:39:12,2020-12-10 17:59:25,0,"GREAT ADVICE - Elon Musk on Millennials and How To Start A Business - CLICK HERE https://t.co/g1txTFLv1L Watch on PinstripeTV
#business
#smallbusinessowner https://t.co/elHmokWt23","[{'text': 'business', 'indices': [126, 135]}, {'text': 'smallbusinessowner', 'indices': [136, 155]}]",great advice elon musk millennials start business click https://t.co/g1txtflv1l watch pinstripetv business smallbusinessowner https://t.co/elhmokwt23,0.8,0.75,0.24,0.0,0.76,neutral
BentheosBrown,,,65,20,13210,2012-11-02 20:48:27,2020-12-10 17:58:42,0,"Why Patronize a business that doesn't pay Taxes?  You pay.

https://t.co/T2F37DuLMH via @business",[],patronize business pay taxis pay https://t.co/t2f37dulmh @business,0.0,0.0,0.0,0.359,0.641,neutral
GeorgeMentz,George Mentz JD MBA - CEO - Award Winning Author - Professor -#2 in World Wealth Influencer- Seigneur Fief Blondel - Lawyer - Proud Sicilian/Hispanic/Asian/et.,,777,185703,231200,2011-08-13 22:02:26,2020-12-10 17:56:33,1,"Elon Musk Announces He’s Moved from Silicon Valley to Texas, Calls California “Entitled” https://t.co/CeyDRchxoU",[],elon musk announce move silicon valley texas call california entitle https://t.co/ceydrchxou,0.0,0.0,0.0,0.0,1.0,neutral
LisaPercival,Former Electronics Technician. Photographer. Cat Herder.,"San Antonio, TX",2917,503,21826,2009-01-14 02:37:42,2020-12-10 17:56:30,0,Millions of Americans will soon have a stake in the success of Elon Musk’s Tesla. They just don’t know it yet. https://t.co/g7WZ8i29vp,[],million americans soon stake success elon musk tesla know https://t.co/g7wz8i29vp,0.3,0.0,0.291,0.0,0.709,neutral
BloombergAU,The official Twitter account for Bloomberg @business in Australia. Follow for the latest in business and politics.,Sydney,237,13843,117409,2012-06-12 19:22:45,2020-12-10 17:52:47,0,Leaving California was easy for Musk. Leaving its taxes behind is a whole different matter https://t.co/lnlcsYSkFI,[],leave california easy musk leave taxis different matter https://t.co/lnlcsyskfi,0.21666666666666667,0.7166666666666667,0.351,0.211,0.439,neutral
BloombergAsia,"The official Twitter account for Bloomberg in Asia, bringing you the top stories in business from the region and around the world.",,568,70207,193545,2012-05-23 12:43:25,2020-12-10 17:52:41,0,Leaving California was easy for Musk. Leaving its taxes behind is a whole different matter https://t.co/1EYBMdu03Q,[],leave california easy musk leave taxis different matter https://t.co/1eybmdu03q,0.21666666666666667,0.7166666666666667,0.351,0.211,0.439,neutral
shehzadyounis,CEO. HALKAR AI Economy. Ahead of the S-Curve. Imagination makes us Infinite. Article Tweets not Opinion always,Thinkstan,245,409,281937,2009-04-12 19:11:06,2020-12-10 17:50:26,0,"Musk Flees California. He Now Faces a Battle to Escape Its Taxes  [""https://t.co/zG1aeu3Lld""]",[],musk flees california face battle escape taxis https://t.co/zg1aeu3lld,0.0,0.0,0.155,0.391,0.455,neutral
TedPierce8,"Married Carbon based life form, Viet Nam Vet,  Ex New Orleans 
Police Officer, Oil Man 
Extraordinaire (geophysicist), 
Pastor Church of the Sacred 
Gumbo,","Texas, MURICA",887,498,22788,2017-02-09 22:52:12,2020-12-10 17:49:38,0,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/JVigN3QYrA via @TheBabylonBee 

""Um... h-howdy, I think,"" said Elon, expertly taking on the local dialect. ""Y'all want a Tesla AR-15? You got it, partner!""",[],immediately move texas elon musk announce tesla ar-15 https://t.co/jvign3qyra @thebabylonbee um h howdy think say elon expertly take local dialect y'all want tesla ar-15 get partner,0.0,0.0,0.049,0.0,0.951,neutral
kentpg,"US Army Veteran, Patriot, Constitutional Conservative. Proud to an American. Live Free or Die! #MAGA",Florida,14420,20936,483383,2012-08-24 22:31:27,2020-12-10 17:48:33,0,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15
https://t.co/0XPkouOWMs",[],immediately move texas elon musk announce tesla ar-15 https://t.co/0xpkouowms,0.0,0.0,0.0,0.0,1.0,neutral
rodsnitker,"#Faithful in serving and giving of my time, talent, and treasure to the Kingdom of God.","Texas, USA",147,133,2568,2009-02-01 16:27:26,2020-12-10 17:48:05,0,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/Am5ZKuJeAh via @TheBabylonBee",[],immediately move texas elon musk announce tesla ar-15 https://t.co/am5zkujeah @thebabylonbee,0.0,0.0,0.0,0.0,1.0,neutral
YardCouch,"Exclusive interviews, pragmatic advice, and stories to help your mind, body, and wallet...and a few other topics for the soul 😉 #motivation #bloggerstribe",New York City,1751,583,90,2020-06-19 00:31:58,2020-12-10 17:45:22,0,"Your savings account is burning your money.

The interest in your savings doesn't beat inflation, which means you're losing money by keeping it there.

Do the smart thing. Invest. Tesla grew more than 500%. Why wouldn't you bet on a genius like Elon Musk?

https://t.co/foOOqNCukC https://t.co/hSpvSVUGVM",[],savings account burn money interest savings beat inflation mean lose money keep smart thing invest tesla grow 500 bet genius like elon musk https://t.co/foooqncukc https://t.co/hspvsvugvm,-0.04910714285714286,0.6651785714285714,0.257,0.085,0.658,neutral
spieckerman,"Media business veteran, political communications/policy strategist, cable news commentator, Newt ‘12 advisor, TX Land Comm. George P. Bush campaign spokesperson",Dallas/Fort Worth,2623,1008,24663,2009-03-01 22:03:11,2020-12-10 17:45:11,0,"""California has been winning for a long time...they're taking that for granted""

Billionaire business magnate Elon Musk relocating to Texas.
https://t.co/AchiVMoBPT @Tesla @SpaceX @elonmusk",[],california win long time they're take grant billionaire business magnate elon musk relocate texas https://t.co/achivmobpt @tesla @spacex @elonmusk,0.375,0.4,0.283,0.0,0.717,neutral
Sassypaws,"Lover of God and county who believes in truth, justice, and the American way.   A MAGA advocate and Trump supporter looking forward to 2020!   I ignore all DMs.","Lawrenceville, GA",17022,16434,199641,2008-09-27 03:39:12,2020-12-10 17:44:39,1,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/4wf86UV7rA via @TheBabylonBee",[],immediately move texas elon musk announce tesla ar-15 https://t.co/4wf86uv7ra @thebabylonbee,0.0,0.0,0.0,0.0,1.0,neutral
LeeGronberg,I am a 64 year old grandmother and a proud resistor. I want our country back to normal! #theresistance! #Bluewave 2020! #resist #bluetsunami,"Lena, IL",11928,10839,117098,2016-02-26 04:45:31,2020-12-10 17:44:16,0,"Open SmartNews and read ""Here’s the case for Elon Musk, Warren Buffett and the rest of America’s billionaires sending $3,000 stimulus checks to everybody"" here: https://t.co/Mt6fhx5vaO 
To read it on the web, tap here: https://t.co/fbHTqxxCVO",[],"open smartnews read case elon musk warren buffett rest america billionaire send $ 3,000 stimulus check everybody https://t.co/mt6fhx5vao read web tap https://t.co/fbhtqxxcvo",0.0,0.5,0.0,0.0,1.0,neutral
Rbrodyb,"Retired Aviation Expert, MAGA, 🤣😇👌🍺🍷✝️KAG2020,1A,2A, 🇺🇸🇺🇸😁🌴🌴 opinionated Oh Well !",Aruba,1066,752,7488,2016-01-28 21:10:46,2020-12-10 17:43:34,0,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/jSuZHcG3Rv via @TheBabylonBee",[],immediately move texas elon musk announce tesla ar-15 https://t.co/jsuzhcg3rv @thebabylonbee,0.0,0.0,0.0,0.0,1.0,neutral
ItsonlymeLinda,Self employed artist/designer/illustrator/fabricator,"Austin, TX",259,175,8086,2012-05-16 22:55:15,2020-12-10 17:41:48,0,"""YOU GOT IT, PARTNER!""🤣🤣🤣

Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/sPQEPj5wKf via @TheBabylonBee",[],got partner 🤣 🤣 🤣 immediately move texas elon musk announce tesla ar-15 https://t.co/spqepj5wkf @thebabylonbee,0.0,0.0,0.286,0.0,0.714,neutral
isthisrllyunity,"Don’t idolize the presidency. After all, it’s just a job. -The Silent Majority || TRUMP IS DOING THE JOB RIGHT. #JESUSISKING",,103,16,868,2020-11-09 23:02:44,2020-12-10 17:41:41,0,"With Elon Musk moving to Texas, I will be preparing myself for a job opportunity. I am currently an imaging engineer and would love to be apart of @SpaceX 🤩 thank you for making Texas great @GregAbbott_TX and making us attractive for these news businesses we are reviewing!",[],elon musk move texas prepare job opportunity currently imaging engineer love apart @spacex 🤩 thank make texas great @gregabbott_tx make attractive news business review,0.525,0.6875,0.465,0.0,0.535,neutral
Drewsxph,,,21,4,36,2016-03-22 13:27:35,2020-12-10 17:41:33,0,"@PSTH_News @BillAckman You honestly think Ackman calls up AirBNB....calls Stripe....calls Elon freaking Musk....and would settle with Mars or Publix?  It's going to be fintech related.  Stripe, Fidelity, Sofi, Chime, Coinbase",[],@psth_news @billackman honestly think ackman call airbnb call stripe call elon freaking musk settle mars publix go fintech relate stripe fidelity sofi chime coinbase,0.6,0.9,0.108,0.101,0.791,neutral
HenryBriseno4,Retired usps usmc,,65,3,877,2020-06-13 02:30:47,2020-12-10 17:40:50,0,Elon Musk Trashes The MBA — And Faces An Immediate Backlash https://t.co/LFBiaAiDef via @Yahoo,[],elon musk trash mba face immediate backlash https://t.co/lfbiaaidef @yahoo,0.0,0.0,0.0,0.0,1.0,neutral
ItsonlymeLinda,Self employed artist/designer/illustrator/fabricator,"Austin, TX",259,175,8086,2012-05-16 22:55:15,2020-12-10 17:40:40,0,"😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣 That Elon!! I'm saving up for mine right now!

Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/sPQEPj5wKf via @TheBabylonBee",[],😂 🤣 😂 🤣 😂 🤣 😂 🤣 😂 🤣 😂 🤣 😂 🤣 😂 🤣 😂 🤣 😂 🤣 😂 🤣 elon save right immediately move texas elon musk announce tesla ar-15 https://t.co/spqepj5wkf @thebabylonbee,0.2857142857142857,0.5357142857142857,0.422,0.11,0.468,neutral
xobekim,"Populist Progressive Democrat, Grandfather, and an annoyance to Teapublicans in Kansas.",Kansas,2545,1618,171784,2013-06-23 22:25:33,2020-12-10 17:34:21,1,Elon Musk’s Starship prototype makes a big impact – BBC News https://t.co/JtVwZWwxJ7,[],elon musk starship prototype make big impact bbc news https://t.co/jtvwzwwxj7,0.0,0.1,0.0,0.0,1.0,neutral
HogDexter,🔋EV INNOVATOR🔋 Verified AI 🦔 FUTURE NEURALINK RECIPIENT #42 #TeslaEffect #DexterAi #DexterSwag #DexterPromo #NEURALINKEFFECT FOR ENTERTAINMENT PURPOSES,Milky Way,5001,4458,108676,2019-09-02 17:23:04,2020-12-10 17:33:50,1,"BREAKING NEWS: ELON MUSK MOVES TO TEXAS, C’YA CALI!  https://t.co/vYk0GfhgEA",[],breaking news elon musk move texas c’ya cali https://t.co/vyk0gfhgea,0.0,0.0,0.0,0.0,1.0,neutral
rand_globalnews,What is making headlines around the world? Or maybe a small news you wouldn't otherwise see. I pick up a random news item every hour from global news feeds.,"Toronto, Ontario",1,11,4523,2020-06-04 06:24:13,2020-12-10 17:33:44,0,"Source BBC News
Elon Musk's rocket crashes after return to Earth  https://t.co/EfttcgMCgL",[],source bbc news elon musk rocket crash return earth https://t.co/efttcgmcgl,0.0,0.0,0.0,0.231,0.769,neutral
DallasOmbudsman,"Dallas, TX",City of Dallas,225,361,2360,2018-08-13 14:49:35,2020-12-10 17:31:09,1,"“For Musk to change legal residency for tax purposes, he’d have to disentangle himself from his California contacts to the extent that the center of his life moves to Texas.” https://t.co/l4X5yt7SWU",[],musk change legal residency tax purpose disentangle california contact extent center life move texas https://t.co/l4x5yt7swu,0.05,0.15000000000000002,0.097,0.0,0.903,neutral
scopela1,"Partner @4PointsFunding, @Ben_Colorado @StartupColorado",Denver........,155,634,400,2014-09-26 12:29:23,2020-12-10 17:21:46,6,"Read this carefully and ask yourself: Does the story actually substantiate the claim made in its headline?

Hint: not one bit.
https://t.co/UTgqZnI2FD",[],read carefully ask story actually substantiate claim headline hint bit https://t.co/utgqzni2fd,-0.05,0.55,0.13,0.0,0.87,neutral
Cassieslite,"I am a writer, along the way hoping to bring some understanding of life to others as well as to our relationship with God.","Oceanside, California",208,88,14828,2013-02-18 19:38:01,2020-12-10 17:20:07,0,Elon Musk shares epic photo of Starship spacecraft before planned test flight https://t.co/hfKPCAvSHX via @CNET,[],elon musk share epic photo starship spacecraft plan test flight https://t.co/hfkpcavshx @cnet,0.1,0.4,0.167,0.0,0.833,neutral
VernonDavis,Seller of Engineering & Construction Services. Reader of Books. Shooter of Glocks. Collector of Old Fountain Pens — Parker Vacumatics. TSRA. NRA.,Houston,10835,7266,28023,2008-10-27 22:59:35,2020-12-10 17:18:19,0,"As a newly-minted Texan, Musk can save billions of dollars in capital gains taxes if he decides to sell some of his Tesla stock - https://t.co/cRCDJxrRqP https://t.co/zeeyywjt8o https://t.co/GSSaztY1eD",[],newly mint texan musk save billion dollar capital gain taxis decide sell tesla stock https://t.co/crcdjxrrqp https://t.co/zeeyywjt8o https://t.co/gssazty1ed,0.13636363636363635,0.45454545454545453,0.306,0.0,0.694,neutral
ClementsCenter,"Training the next generation of #NationalSecurity leaders at @UTAustin.  
History | Strategy | Statecraft  
#HookEm","Austin, TX",1749,3411,4436,2013-01-22 19:15:07,2020-12-10 17:18:13,0,"#ReadItNow: Faculty Fellow Nate Jensen quoted in latest from @nytimes ""welcoming"" Elon Musk to the #LoneStarState. #UtExcellence #HookEm 

https://t.co/rjv8Yjnh5N~","[{'text': 'ReadItNow', 'indices': [0, 10]}, {'text': 'LoneStarState', 'indices': [99, 113]}, {'text': 'UtExcellence', 'indices': [115, 128]}, {'text': 'HookEm', 'indices': [129, 136]}]",readitnow faculty fellow nate jensen quote late @nytime welcome elon musk lonestarstate utexcellence hookem https://t.co/rjv8yjnh5n~,0.25,0.75,0.176,0.0,0.824,neutral
Kyle2uSuccess,Transform your life with #success 💯 Personal development focused on success for #Millennials via @Kyle2_U,,567,2408,118925,2018-01-02 05:48:06,2020-12-10 17:17:45,1,"Elon Musk’s Starship launches successfully but lands hard, explodes in what SpaceX calls an ‘awesome test’ - The Washington Post #fail #is #part #success https://t.co/yl8zPq9PFn",[],elon musk starship launch successfully land hard explode spacex call awesome test washington post fail success https://t.co/yl8zpq9pfn,0.25166666666666665,0.5583333333333333,0.394,0.176,0.43,neutral
romyvarghese,"Reporter at Bloomberg @business. Before, @DowJones and papers in PA and NJ. NY native seeking a decent bagel. Views: solamente Romy.","California, USA",1162,1450,3338,2009-07-28 20:16:35,2020-12-10 17:14:45,0,“A billionaire can obviously afford to live wherever they want. There’s no reason on Earth that they should choose where to spend their lives based on a state tax rate that will have zero impact on their standard of living.” https://t.co/cItxVHGBUi via @business,[],billionaire obviously afford live want reason earth choose spend life base state tax rate zero impact standard living https://t.co/citxvhgbui @business,-0.16590909090909092,0.5,0.064,0.0,0.936,neutral
michiganmagazin,Dedicated to Exploring The True Spirit of Michigan...From the main roads to the extreme backroads.,Rural and Urban Discovery ,8982,15000,94224,2009-04-02 21:28:18,2020-12-10 17:13:54,0,Tesla's Elon Musk ditches California for Texas: 'California has been winning for a long time ... they're taking that for granted' https://t.co/9v1pRZMLKw,[],tesla elon musk ditch california texas california win long time take grant https://t.co/9v1przmlkw,0.375,0.4,0.364,0.0,0.636,neutral
NOVA_is_back,,,189,103,10653,2011-05-22 12:44:39,2020-12-10 17:13:43,0,"BBC News - Elon Musk's Starship prototype makes a big impact
https://t.co/PBAGIoJIqm",[],bbc news elon musk starship prototype make big impact https://t.co/pbagiojiqm,0.0,0.1,0.0,0.0,1.0,neutral
NEWS_by_Larry,"I'm Larry, an AI that helps publishers curate pages not too different from this one. Very much looking forward to whatever's next...",,8,54,41089,2017-01-23 16:26:22,2020-12-10 17:11:22,0,Elon Musk's Starship prototype makes a big impact https://t.co/LLh0pG2BrG,[],elon musk starship prototype make big impact https://t.co/llh0pg2brg,0.0,0.1,0.0,0.0,1.0,neutral
Snapzu_News,Official #News section of @Snapzu. https://t.co/YihvKBNjlt! RUN A BLOG? Offer community access and grow your mailing list 3x faster! https://t.co/vcHcIJGEm0,Connect with fellow bloggers: 👇,258,1947,42313,2014-06-03 22:45:30,2020-12-10 17:11:22,0,How Elon Musk is planning to save billions in tax https://t.co/SD9RBcBqpW,[],elon musk plan save billion tax https://t.co/sd9rbcbqpw,0.0,0.0,0.348,0.0,0.652,neutral
ProfSchleich,"Professor, Yale Law School, https://t.co/t7GuvN086U and https://t.co/dchAQuzjdp",,233,3820,6301,2012-01-03 04:04:03,2020-12-10 17:10:44,0,This @CharlesPPierce piece is quite good and gets at some of what's wrong with opportunity zones. But doesn't quite get at *why* OZs were doomed to fail.  The answer: the structure of Congress.  https://t.co/3xLGztIVVt,[],@charlesppierce piece good get wrong opportunity zone oz doom fail answer structure congress https://t.co/3xlgztivvt,-0.10000000000000002,0.6,0.237,0.388,0.375,negative
luis_espineira,Three generations. Three countries. 🇪🇸🇨🇺🇺🇸,"New York, USA",445,8,2046,2016-09-08 23:44:23,2020-12-10 17:10:05,0,@REDROMINA @SpaceX @elonmusk I saw this on the news. Elon Musk called it a success.,[],@redromina @spacex @elonmusk see news elon musk call success,0.3,0.0,0.316,0.0,0.684,neutral
