username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetcreatedts,retweetcount,tweet,hashtags
BluePuppyRu,Official Twitter of the 'https://t.co/n6UUeevi68',,67,23,2478,2017-05-18 10:21:54,2020-12-10 14:29:25,0,Elon Musk's @SpaceX dips with the #Starship test flight. Successful take-off and landing failure. (this news is described in the Billboard @billboardcharts style).,"[{'text': 'Starship', 'indices': [34, 43]}]"
paulsanton,"#Science 👽, #Music ♫, #Asia ֍, #Antitheist,
#MentalHealth, @rogerwaters 💞, #humour, #follow4follow","St Albans, UK",21575,20521,18777,2009-05-24 11:26:53,2020-12-10 14:29:00,1,"#ElonMusk #Starship #SpaceX #Space 🆘🆘🆘                                             BBC News - Elon Musk's Starship prototype makes a big impact
https://t.co/pZVFWHAFm8","[{'text': 'ElonMusk', 'indices': [21, 30]}, {'text': 'Starship', 'indices': [31, 40]}, {'text': 'SpaceX', 'indices': [41, 48]}, {'text': 'Space', 'indices': [49, 55]}]"
sixthgentexan,"Catholic, husband, father, godfather, veteran of foreign wars, Texas Aggie, independent conservative, Pronouns: pluralis majestatis",The Great State of Texas,1713,721,120345,2013-07-08 01:14:03,2020-12-10 14:27:33,4381,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
Council4SmalBiz,"#MAGA,","Orlando, Florida, USA",133,49,4171,2009-05-19 13:31:45,2020-12-10 14:27:29,4381,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
geralynnk,,"Anaheim, CA",311,86,11216,2009-04-24 18:51:27,2020-12-10 14:25:25,88,"If you’re keeping score at home, this is the 224th Fortune 1000 companies to LEAVE NEWSOM! https://t.co/BrFsGMpLj2",[]
apantazi,@TheJaxTrib coming soon | reporter @jaxdotcom 2013-2020 | Jax native | want a union? DM me | @timesunionguild co-chair,"Jacksonville, FL",2683,6061,41356,2009-10-28 04:31:44,2020-12-10 14:23:02,2,"You read that right, folks. We're fighting poverty by giving tax breaks to billionaires to build spaceships 🚀 #TaxTheRich 

https://t.co/O8HTAtggPL","[{'text': 'TaxTheRich', 'indices': [126, 137]}]"
Laura78703,🌹Living Wage-M4A-GND🌲BLM ☠Ban Fracking 🌎Crisis✌Halt Wars ☮️ All oppression is connected ✊🏼End the Oligarchy! Corporate💰out of politics! Forever Bernie🔥,"Austin metro, Texas",2305,2651,433489,2009-06-22 00:27:35,2020-12-10 14:22:53,489,"American citizens: $1200 a month + healthcare for all? 

Government: Hell no. 

Billionaires that got tax cuts and hide money off-shore: Can we use a supposed antipoverty tax breaks to fund our hobbies of trying to exploit space? 

Government: Hell yes! 

https://t.co/htiDasTm9u",[]
FinTechZoom,Leader in Fintech news.,"London, England",360,4645,112538,2016-05-09 19:27:24,2020-12-10 14:22:51,0,"New article: ""Tesla Stock - Millions of Americans will soon have a stake in the success of Elon Musk's Tesla. They just don't ..."" has been published on Fintech Zoom - https://t.co/U8u9dRWX7y @FintechZoom #Fintech #Blockchain #Crypto #Cryptocurrency #ICO","[{'text': 'Fintech', 'indices': [205, 213]}, {'text': 'Blockchain', 'indices': [214, 225]}, {'text': 'Crypto', 'indices': [226, 233]}, {'text': 'Cryptocurrency', 'indices': [234, 249]}, {'text': 'ICO', 'indices': [250, 254]}]"
PatelKurang,"There are three traits you look for in a person : intelligence, relentless energy and ambition, and integrity.  If you don’t have the latter, forget it.",,2493,62,4514,2020-08-13 19:07:46,2020-12-10 14:22:50,9,Tesla beats a legal challenge that threatened to delay Elon Musk’s plan to build his first electric-car factory in Germany https://t.co/bSDiVEbvNZ,[]
johngaltfla,"The grand OOOL(Objective Observer Of Life). I think I'm going blind watching all this happen.
(Same at https://t.co/5YElXqTiNh)","Sarasota County, FLA",1796,1886,93744,2009-11-22 16:21:35,2020-12-10 14:22:14,4381,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
KSheetsUS,"Concerned Citizen, Loving Mother & Proud #Progressive. 
Retweet ≠ Endorsement",State of Ohio,2445,1352,111268,2012-12-16 01:03:22,2020-12-10 14:21:24,489,"American citizens: $1200 a month + healthcare for all? 

Government: Hell no. 

Billionaires that got tax cuts and hide money off-shore: Can we use a supposed antipoverty tax breaks to fund our hobbies of trying to exploit space? 

Government: Hell yes! 

https://t.co/htiDasTm9u",[]
ralphosphorous,,"Michigan, USA",148,90,982,2011-07-25 07:15:27,2020-12-10 14:21:00,489,"American citizens: $1200 a month + healthcare for all? 

Government: Hell no. 

Billionaires that got tax cuts and hide money off-shore: Can we use a supposed antipoverty tax breaks to fund our hobbies of trying to exploit space? 

Government: Hell yes! 

https://t.co/htiDasTm9u",[]
peggydumptrump,"Nurse,Resist,Vote,DumpTrump",United States,5125,4656,112253,2018-08-16 02:12:13,2020-12-10 14:20:20,1,Remember Tim Scott and Jared heralded the “opportunity zones” tax break as a great success for blacks and the poor? You’ll never guess who benefited from it https://t.co/yAKT8V1uq1,[]
DKlemitz,,,2570,753,29339,2014-10-01 00:24:40,2020-12-10 14:19:33,4381,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
m8QBcknh8QOCga5,,,140,8,70,2020-05-21 16:01:37,2020-12-10 14:19:14,4381,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
JeffLMitchell1,MAGA,"Kelseyville, CA",4827,2215,2471,2017-11-29 00:19:07,2020-12-10 14:18:50,4381,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
_Rico_llama,"Bad Hombre

Many sides",,550,377,22461,2013-02-06 17:13:12,2020-12-10 14:18:21,4381,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
Thosha56,'Enjoying Each Day That Is Given',"Brooklyn, New South Wales",533,100,10506,2012-03-07 21:11:25,2020-12-10 14:18:12,4381,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
JettisonsRidge,"I'll eventually learn to not shoot my mouth off and have a second throwaway email account I can still access.

Formerly Mullinax and Manitou.",South Cackalacky,67,8,1756,2020-10-29 22:04:04,2020-12-10 14:17:13,526,"Oh man... a program designed to fight poverty, Opportunity Zones, is turning into a tax break for Elon Musk and Jeff Bezos for their space endeavors https://t.co/ZUod2Msuz5 https://t.co/wRYFbartQr",[]
ditsylilg,"Sick of the lying, stealing & overall bad behavior that would benefit from some mental healthcare worldwide.
humanist 😎","Pennsylvania, USA",669,801,49817,2009-07-09 17:50:36,2020-12-10 14:16:52,489,"American citizens: $1200 a month + healthcare for all? 

Government: Hell no. 

Billionaires that got tax cuts and hide money off-shore: Can we use a supposed antipoverty tax breaks to fund our hobbies of trying to exploit space? 

Government: Hell yes! 

https://t.co/htiDasTm9u",[]
JimPolk,"Conservative Christian Looking for answers that make sense.  Dialysis is a drag. The world doesn't exist in a series of absolutes except truth, honesty & love.","Rochester, NY, USA",10510,10653,639750,2009-04-28 11:56:13,2020-12-10 14:16:46,4381,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
theReptarHunter,"love, peace and chicken grease 🦖💕",,149,6,373,2020-09-27 15:02:27,2020-12-10 14:16:33,100,"Synthetic mRNA technology is on human markets for the first time ever. Elon Musk says this type of mRNA therapy has the power to reverse aging or even completely re-write your genetic structure. 

Yet I'm one of the only news sources covering it. https://t.co/rSPlH3TwTk",[]
JeffGrocottNYC,"I edit. I tweet/retweet in bursts. Ex-MT, WSJ. Bad judgment is mine, all mine.",,353,347,2075,2012-05-31 22:12:47,2020-12-10 14:16:29,489,"American citizens: $1200 a month + healthcare for all? 

Government: Hell no. 

Billionaires that got tax cuts and hide money off-shore: Can we use a supposed antipoverty tax breaks to fund our hobbies of trying to exploit space? 

Government: Hell yes! 

https://t.co/htiDasTm9u",[]
dirtbagsniper,"The Guardian, defender of the weak. sheepdog. If you don’t like truth don’t follow me. I am here to give info I have... you might not like it.","Michigan City, IN",1450,756,3744,2020-04-22 01:45:58,2020-12-10 14:16:21,4381,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
stahawg,Believer. Husband. Father. Conservative. Appraiser. Contractor. Realtor. Arkansan. Razorback Fan.,"Arkansas, USA",5001,1110,45346,2009-09-20 19:23:10,2020-12-10 14:15:40,4381,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
aBosslyElefant,Young Sleepy Hollow cuz all I need is head,"Tampa, FL",171,116,12741,2013-04-09 21:23:51,2020-12-10 14:15:39,4381,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
bcgproject,"Community groups and unions join together, go on offense, and bargain for the common good. Join us!",,886,1428,2543,2014-09-30 22:15:50,2020-12-10 14:15:37,2,"You read that right, folks. We're fighting poverty by giving tax breaks to billionaires to build spaceships 🚀 #TaxTheRich 

https://t.co/O8HTAtggPL","[{'text': 'TaxTheRich', 'indices': [110, 121]}]"
RussianTexan,"Coder. Photographer. Musician. Cook. Speaks English, Russian, Uzbek, C#, JavaScript, Typescript ...","Houston, TX",138,140,23875,2012-04-21 01:23:00,2020-12-10 14:15:23,4381,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
Chance_Carter_,#MAKEAMERICAGREATAGAIN,The Dirty South,262,250,16048,2012-06-13 17:32:35,2020-12-10 14:15:22,4381,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
MasocorT,,desert,560,57,471,2019-07-05 17:13:39,2020-12-10 14:15:15,4381,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
gthaner,My name Jeff,"Mt Sinai, LI NY / Boston, MA",578,306,15374,2012-10-05 21:35:13,2020-12-10 14:15:13,4381,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
realworldrj,President Lisa Simpson: “life is full of unexpected things and you should never give up”,"CFO, Antifa LLC",1141,2918,272237,2008-04-28 15:22:26,2020-12-10 14:14:59,1,Remember Tim Scott and Jared heralded the “opportunity zones” tax break as a great success for blacks and the poor? You’ll never guess who benefited from it https://t.co/yAKT8V1uq1,[]
CaliRebelRebe,"American Latina , Spouse of a Vet,& Ret.LEO, Breast Cancer Survivor.Proud Supporter of DJT. 🧡🧡🧡 Nobody’s Victim . 1776 is back ! 🇺🇸Parler : BeckyLee001","California, USA",794,1593,50450,2019-11-10 19:24:29,2020-12-10 14:14:41,4381,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
FL_SwampFox,"When things get out of control and everyone is losing their minds, look for the quiet one and stick to him. He's fixing to cut fence and sort some bastards out.",,70,22,248,2017-10-19 01:35:51,2020-12-10 14:14:15,4381,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
medattto,,"San Diego, CA",474,1485,1435,2019-11-12 20:41:22,2020-12-10 14:13:02,4381,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
NursesTexas,"🇺🇸 22 yrs military (Retired). Military Police Corp, Army Nurse Corp, Air Force Nurse Corp. #MAGA #KAG #2Am #NRA #Cult45 🇺🇸 🐘 🩺@PatrioticBoyNurse on Parler",,3661,3631,42960,2020-02-07 00:16:20,2020-12-10 14:12:17,1,"Elon Musk: Bye, California, I’ve Moved To Texas | Musk ramped up his rhetoric about shelter-in-place orders around the nation, calling them “fascist.” Musk stated, according to The Verge. https://t.co/EmMqey2yKE",[]
TJCarpenterShow,life is one big rough draft and i am a writer,"Denver, CO",1493,7977,101133,2009-09-29 00:58:33,2020-12-10 14:11:53,126,Elon Musk and Jeff Bezos — the world's two richest people — have been pouring cash into a private space race for a decade. Then they qualified for a federal tax break meant to help the poor https://t.co/J0LHtsWFxt,[]
CTillman23,"Megan is my world. 
Trump 2020 🇺🇲",Trump Country,941,1076,11478,2010-07-06 21:20:33,2020-12-10 14:11:37,4381,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
Jhayes007,"Hebrews 8:12 ~
Social Media is Evil ~ 
Fellow Gemini ~ Jesus Is KING ~ I'm the guy in the white jumpsuit",Nowhere,212,843,40437,2012-08-16 15:32:33,2020-12-10 14:11:34,82,"Elon Musk announced on Tuesday that he was moving to Texas, in a snub to California and its strong regulatory environment. The news added fuel to the longstanding rivalry between the nation’s two most populous states.
https://t.co/0ukeXeU1EG",[]
jaymsb0nd,Manchester United FC,Abuja,330,379,26326,2012-11-14 07:57:13,2020-12-10 14:11:01,9,Tesla beats a legal challenge that threatened to delay Elon Musk’s plan to build his first electric-car factory in Germany https://t.co/bSDiVEbvNZ,[]
pablitosmojito,Pigs Get Slaughtered,"San Diego, CA",266,60,973,2020-08-16 00:13:36,2020-12-10 14:10:55,9,Tesla beats a legal challenge that threatened to delay Elon Musk’s plan to build his first electric-car factory in Germany https://t.co/bSDiVEbvNZ,[]
JamesGRickards,"NY Times bestselling author: The New Great Depression, Aftermath, The Road to Ruin, Death of Money, Currency Wars, The New Case for Gold. Have pen, will travel.","Portsmouth, NH USA",2031,171093,48378,2009-11-29 01:06:14,2020-12-10 14:10:48,4381,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
Leslie_H20,"American. Classical Liberal. RC. Fan of politics, sports, music, movies, art, & all areas that celebrate & showcase excellence. No DMs GenX MYB",The Old North State,10145,9281,165974,2011-12-22 16:31:00,2020-12-10 14:10:37,4381,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
CrisQuiterio,"Gamer, Geek, Proud Dad. Love talking Tech and Politics",,332,79,4281,2011-07-13 15:13:41,2020-12-10 14:10:27,4381,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
markets,Breaking news and analysis on global financial markets,New York,283,761392,131688,2009-08-28 15:52:42,2020-12-10 14:10:22,9,Tesla beats a legal challenge that threatened to delay Elon Musk’s plan to build his first electric-car factory in Germany https://t.co/bSDiVEbvNZ,[]
Blkhole4aheart,#ActuallyAutistic non-binary queer nerd. She/Her or they/them. COVIDIOTS will be muted.,"Las Cruces, NM",619,157,15095,2009-02-01 15:51:56,2020-12-10 14:10:12,489,"American citizens: $1200 a month + healthcare for all? 

Government: Hell no. 

Billionaires that got tax cuts and hide money off-shore: Can we use a supposed antipoverty tax breaks to fund our hobbies of trying to exploit space? 

Government: Hell yes! 

https://t.co/htiDasTm9u",[]
Chris_H_Politic,Political activist. LGBT. Progressive voter. He / him. U of Chicago MBA. AOC or Bowman 2024. 🏳️‍🌈🌹 #MedicareForAll #GreenNewDeal #BLM,,4641,3829,25642,2019-06-04 04:52:28,2020-12-10 14:10:03,489,"American citizens: $1200 a month + healthcare for all? 

Government: Hell no. 

Billionaires that got tax cuts and hide money off-shore: Can we use a supposed antipoverty tax breaks to fund our hobbies of trying to exploit space? 

Government: Hell yes! 

https://t.co/htiDasTm9u",[]
Kelly05845022,,,46,0,57,2020-11-09 23:10:11,2020-12-10 14:09:06,4381,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
shrikant,Talks often. Tweets rarely. Audiophile. I make episodes for @tchpshow. I love hearing and telling stories. DMs open.,Pune,307,964,8526,2006-10-26 09:35:13,2020-12-10 14:07:34,0,"Source for my claim: https://t.co/5m9fNbx6Gd

From the article: ""[...] California has the highest state income taxes for individuals in the country (13.3% for amounts over $1 million per year), while Texas does not collect state income or capital-gains tax for individuals.""",[]
NotBob46237868,,,111,8,390,2020-11-06 19:07:38,2020-12-10 14:07:15,489,"American citizens: $1200 a month + healthcare for all? 

Government: Hell no. 

Billionaires that got tax cuts and hide money off-shore: Can we use a supposed antipoverty tax breaks to fund our hobbies of trying to exploit space? 

Government: Hell yes! 

https://t.co/htiDasTm9u",[]
BTS7RU,I 💜 BTS⁷ since 2013.,"Russia, Moscow.",48,14,7314,2020-07-17 13:19:20,2020-12-10 14:04:59,0,"Elon Musk's @SpaceX DIPS with the #Starship SN8 test flight. It rose, fell, and exploded. This Is all news. (Written in the style of a Billboard, I hope you like it when it's written that way).","[{'text': 'Starship', 'indices': [34, 43]}]"
Yella2012,,,111,43,14519,2012-09-04 13:07:48,2020-12-10 14:04:47,489,"American citizens: $1200 a month + healthcare for all? 

Government: Hell no. 

Billionaires that got tax cuts and hide money off-shore: Can we use a supposed antipoverty tax breaks to fund our hobbies of trying to exploit space? 

Government: Hell yes! 

https://t.co/htiDasTm9u",[]
johncsorensen,"Doc filmmaker, techgeek, NASA fan. Posts about #television, #natsec, #democracy, #foreignpolicy, #space, #IT, #cocktails. Snark is my own. Dog is my copilot.","Washington, DC",2004,543,5327,2010-01-17 02:09:45,2020-12-10 14:04:40,0,The best thing about this story is learning a new (to me) rocket acronym: #RUD Rapid Unscheduled Disassembly: Elon Musk's Starship prototype makes a big impact - BBC News https://t.co/b2wRXIIfLo,"[{'text': 'RUD', 'indices': [74, 78]}]"
trekkerteach12,"Advocate for Public Education.
Semi-Adventurous Wanderer.
Progressive. she/her ig: shellsehrk
#MedicareForAll #RedForEd #GreenNewDeal #BlackLivesMatter",,5920,7903,129640,2014-05-08 17:25:37,2020-12-10 14:04:37,489,"American citizens: $1200 a month + healthcare for all? 

Government: Hell no. 

Billionaires that got tax cuts and hide money off-shore: Can we use a supposed antipoverty tax breaks to fund our hobbies of trying to exploit space? 

Government: Hell yes! 

https://t.co/htiDasTm9u",[]
XRPenthusiast1,"XRP Investor & researcher, not a financial adviser.
 
☯️ 🇺🇸 ♏

XRP 🔜🚀to⚪=💰=🏖=✌out!

XRP bullrun in effect!!!!!!!",USA,193,83,901,2012-04-27 01:45:11,2020-12-10 14:03:49,4381,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
RatPackTrader,"Rock & Roll Dad, Stocks & Options Trader, Amateur Chef; Singer, Songwriter, & Entertainer",Atlanta GA,54,178,896,2012-03-26 17:15:19,2020-12-10 14:03:33,0,@Thrackx I'm much more confident in NIO than XPEV.. The CEO of NIO is a lot like Elon Musk; and they have the backing of the Chinese Govt; they have some really cool cars coming out... Other EV companies have UGLY cars... NIO is a good trading stock; also is a great long term hold.,[]
jd2saucyy,,,201,69,2280,2017-12-22 02:33:29,2020-12-10 14:03:19,4381,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
MdNasir81346476,fighter/web-developer/businessman/life enthusiastic man/love sports like cricket/love to do some home and gardening work 👨‍🎓❤️💙🌊🌊,Bangladesh,4735,942,59454,2018-11-12 12:36:05,2020-12-10 14:02:39,489,"American citizens: $1200 a month + healthcare for all? 

Government: Hell no. 

Billionaires that got tax cuts and hide money off-shore: Can we use a supposed antipoverty tax breaks to fund our hobbies of trying to exploit space? 

Government: Hell yes! 

https://t.co/htiDasTm9u",[]
Filasophical,https://t.co/mVMgSrBso8,,195,86,1939,2012-11-22 20:18:52,2020-12-10 14:02:26,0,"@28delayslater FUD -BREAKING NEWS!!!!
Tesla FSDBeta goes haywire and launches  into a rocket, causing massive explosion that could be seen from the ISS
Elon Musk extradited to Texas to face charges related to the case. 
Be sure to follow us for latest updates!
This is a developing story 🤣🤣🤣",[]
AustinInno,"We are a digital media & events company creating fun, disruptive content & events for Austin.

Get Austin news delivered to your inbox: https://t.co/qlhpKWjXZ1","Austin, TX ",1816,6223,16229,2014-10-21 13:56:46,2020-12-10 14:00:20,0,"Another one of Elon Musk's companies is eyeing Austin, and it's boasting of building a futuristic tunnel in the city. https://t.co/KkZdsiSMbf",[]
GabbyLacebark,"Turns out there's no official certification process for 'Comedy Queen,' so, ahem. Podcast definitely happening. Novel, absolutely. Extra lettuce, hold the DMs","Philadelphia, PA",512,375,3796,2020-04-12 19:12:33,2020-12-10 13:59:53,0,"The mind virus warns against mind viruses. #meta

Elon Musk warned against excessive regulations, offered leadership tips, and bemoaned a lack of n... https://t.co/MVQapJo4Vk via @Yahoo","[{'text': 'meta', 'indices': [43, 48]}]"
KBoulot,🇫🇷,,294,26,2088,2020-10-02 14:19:45,2020-12-10 13:56:11,4381,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
CunningSmi1e,Have you accepted the God of Atheists as your personal saviour? He/Him,Arse End of England ,611,649,82505,2014-11-06 10:39:55,2020-12-10 13:55:42,2,I keep seeing this footage of Elon Musk dancing on stage on the news and I feel like somebody ought to tell him it's probably not a good idea to channel so much Justin Hammer energy. https://t.co/378BKTKYw1,[]
CarlKaras2,"#TrueCrimeblog https://t.co/ML2QktMqyj. YouTube channel Carl Karasche.
Award-winning architect. Soso true crime enthusiast

Other acct, politics- @carl_krash","McKinney, TX",1393,1187,37515,2018-12-16 18:18:40,2020-12-10 13:54:59,2,"""Mars, here we come!!"" exclaims Elon Musk despite explosive ending to Starship's test flight #SpaceX #Starship #MuskMouth #Space #Mars: https://t.co/aZiB7OfsM3 via @NeowinFeed https://t.co/p9gHC17njH","[{'text': 'SpaceX', 'indices': [106, 113]}, {'text': 'Starship', 'indices': [114, 123]}, {'text': 'MuskMouth', 'indices': [124, 134]}]"
SophieAlex1,Journalist for ITV News currently based in Washington DC. Got a story? sophie.alexander@ITN.co.uk 🏳️‍🌈,Washington DC,1622,1656,4478,2011-01-02 21:23:14,2020-12-10 13:54:56,3,"An experimental SpaceX rocket made an explosive landing after soaring over eight miles above Texas - but its launch was still hailed a success by billionaire owner Elon Musk, writes @SophieAlex1

https://t.co/6Xp97cYHNv",[]
KathyMcGettiga1,"Outdoor enthusiast, grandma, mortgage originator",,764,94,16014,2019-01-26 11:38:31,2020-12-10 13:53:21,46,"🚀 EXCLUSIVE: Bezos and Musk, the world’s richest men, committed billions to a private space race

Now they're eligible for an extra boost from the federal government: a tax break intended to help poor communities

https://t.co/ukTDOfmrAC @davidkski @business https://t.co/7tEivBRMAW",[]
LouisSalas10,,"Miami Beach, FL",277,66,20165,2017-01-16 15:52:20,2020-12-10 13:52:05,4381,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
CraigSAdams4,"Well, apparently I'm a Deplorable racist now...and one of Trump's henchmen!
#Trump, a man of action. 
Biden, can't form complete sentences.",,685,491,26352,2017-12-26 16:06:27,2020-12-10 13:51:54,4381,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
aldersonmary64,,,29,8,439,2016-03-29 18:14:28,2020-12-10 13:51:10,4381,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
StevenGGlickman,"Opportunity Zones Guru * Entrepreneur * @developadvisors CEO * @innovateeconomy Co-Founder * Georgetown Prof * Obama White House * Cubs, Hoyas, & Wolverines",Washington DC,3383,4255,6212,2010-01-19 13:05:57,2020-12-10 13:49:41,0,"Bold-faced names like @JeffBezos &amp; @elonmusk make for great clickbait, but this story's innuendo exposes the reflexiveness of resorting to class warfare &amp; purity tests rather than evidence of how policy tools can better address inequality... [see thread]
https://t.co/9wlZVe4M2V",[]
snmtraders,,,239,78,28375,2009-05-13 13:36:07,2020-12-10 13:49:27,4381,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
_SonOfJor_El,#Dodgers #Lakers #BillsMafia #TwitterPhilantrophy,"Brawley, CA",572,54,2413,2016-01-18 03:21:11,2020-12-10 13:48:18,4381,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
Zuna08310320,"Instagram: @zee_bubz
Facebook: Zandile Michell Sibanda","Queensland, Australia",381,130,3407,2019-10-02 23:54:00,2020-12-10 13:47:16,4381,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
Mo_Hrmz,I spent 16 days in a solitary confinement in Islamic republic of Iran’s jail ( my proudest life achievement) when I was only 20 years old,"New York, USA",529,445,7037,2012-06-24 15:03:31,2020-12-10 13:47:02,4381,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
LouisDeSant,In god we trust| conservative 🇺🇸| Blue lives matter,NYC,322,333,341,2013-11-09 03:08:53,2020-12-10 13:45:55,4381,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
cedniles,"Blue Niles Aromatics, New York Fried Turkey, Love To Cook Catering, CTC Tax Consultant.","New York, NY",4950,916,18705,2008-11-03 20:02:08,2020-12-10 13:45:51,4381,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
RichardMarster3,,,150,25,13613,2020-09-07 13:50:12,2020-12-10 13:44:07,489,"American citizens: $1200 a month + healthcare for all? 

Government: Hell no. 

Billionaires that got tax cuts and hide money off-shore: Can we use a supposed antipoverty tax breaks to fund our hobbies of trying to exploit space? 

Government: Hell yes! 

https://t.co/htiDasTm9u",[]
4thRangers,"In Republics, there is greater vigor, hatred, desire for revenge, and the memory of earlier freedom cannot and will not let them rest. - Machiavelli","Germanna Bridge, Virginia, USA",438,187,4888,2020-01-26 19:19:12,2020-12-10 13:43:33,4381,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
billbuttlick3r,Genetically clutch. Handcrafted in small batches. Cooler than a convertible with a snow plow.,#takebackthenight,54,98,27883,2011-02-11 19:11:26,2020-12-10 13:42:59,489,"American citizens: $1200 a month + healthcare for all? 

Government: Hell no. 

Billionaires that got tax cuts and hide money off-shore: Can we use a supposed antipoverty tax breaks to fund our hobbies of trying to exploit space? 

Government: Hell yes! 

https://t.co/htiDasTm9u",[]
